Id,Label,timeset,d0,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum
Sacrifice,Sacrifice,,0,2,0,2,2,0,2,0,0,0,0,15,0,2716
Lobeline,Lobeline,,0,3,0,3,3,0,3,0,0,0,0,12,0,10165
Los Angeles Review Of Books,Los Angeles Review Of Books,,0,3,0,3,3,0,3,0,0,0,0,3,0,15311
Middlesex,Middlesex,,0,5,0,5,5,0,5,0,0,0,0,16,0,11995
Battle Of Smolensk (1943),Battle Of Smolensk (1943),,0,3,0,3,3,0,3,0,0,0,0,14,0,5942
Gaslight Grimoire,Gaslight Grimoire,,0,2,0,2,2,0,2,0,0,0,0,3,0,16241
Boris Karloff,Boris Karloff,,0,4,0,4,4,0,4,0,0,0,0,1,0,15298
Home To Danger,Home To Danger,,0,2,0,2,2,0,2,0,0,0,0,9,0,18326
The Haunted Palace (Poem),The Haunted Palace (Poem),,0,2,0,2,2,0,2,0,0,0,0,7,0,3461
Ardennes,Ardennes,,0,4,0,4,4,0,4,0,0,0,0,4,0,6048
E. F. Bleiler,E. F. Bleiler,,0,2,0,2,2,0,2,0,0,0,0,13,0,18996
Edition (Book),Edition (Book),,0,3,0,3,3,0,3,0,0,0,0,3,0,4862
Michigan State University,Michigan State University,,0,3,0,3,3,0,3,0,0,0,0,8,0,4438
Revenge Of The Musketeers,Revenge Of The Musketeers,,0,2,0,2,2,0,2,0,0,0,0,11,0,731
Oliver Twist (Character),Oliver Twist (Character),,0,2,0,2,2,0,2,0,0,0,0,11,0,8005
Colonel,Colonel,,0,2,0,2,2,0,2,0,0,0,0,3,0,13506
William Gillette,William Gillette,,0,32,115,147,32,115,147,3,0.35044,0.359587,22451.603563,3,0,20032
Komsomolskaya Pravda,Komsomolskaya Pravda,,0,2,0,2,2,0,2,0,0,0,0,9,0,18502
B The Beginning,B The Beginning,,0,3,0,3,3,0,3,0,0,0,0,9,0,15369
Eisenstadt,Eisenstadt,,0,2,0,2,2,0,2,0,0,0,0,18,0,6595
Fox,Fox,,0,5,0,5,5,0,5,0,0,0,0,14,0,12523
Gordon Willis,Gordon Willis,,0,2,0,2,2,0,2,0,0,0,0,1,0,14562
William Cameron Menzies,William Cameron Menzies,,0,2,0,2,2,0,2,0,0,0,0,1,0,1845
Focus Features,Focus Features,,0,2,0,2,2,0,2,0,0,0,0,1,0,19815
Receptor Modulator,Receptor Modulator,,0,3,0,3,3,0,3,0,0,0,0,12,0,3704
Political Abuse Of Psychiatry,Political Abuse Of Psychiatry,,0,2,0,2,2,0,2,0,0,0,0,12,0,17509
President Of Northern Cyprus,President Of Northern Cyprus,,0,2,0,2,2,0,2,0,0,0,0,16,0,3893
Pehlwani,Pehlwani,,0,4,0,4,4,0,4,0,0,0,0,6,0,13610
Shanghai Knights,Shanghai Knights,,0,3,0,3,3,0,3,0,0,0,0,3,0,10889
Wind In The Willows (1988 Film),Wind In The Willows (1988 Film),,0,14,0,14,14,0,14,0,0,0,0,11,0,645
Tantei Opera Milky Holmes,Tantei Opera Milky Holmes,,0,132,237,369,132,237,369,3,0.343748,0.352285,88572.546761,9,0,20032
The Murders In The Rue Morgue,The Murders In The Rue Morgue,,0,9,176,185,9,176,185,3,0.354538,0.366062,34018.260397,7,0,20032
Cracker (British Tv Series),Cracker (British Tv Series),,0,2,0,2,2,0,2,0,0,0,0,8,0,16685
Intellectual Disability,Intellectual Disability,,0,2,0,2,2,0,2,0,0,0,0,12,0,17559
The Noble Fisherman,The Noble Fisherman,,0,2,0,2,2,0,2,0,0,0,0,2,0,15548
Charles Augustus Milverton,Charles Augustus Milverton,,0,2,0,2,2,0,2,0,0,0,0,3,0,16126
Rupert Graves,Rupert Graves,,0,2,0,2,2,0,2,0,0,0,0,3,0,11593
"Wallingford, Oxfordshire","Wallingford, Oxfordshire",,0,2,0,2,2,0,2,0,0,0,0,5,0,4879
Final Appointment,Final Appointment,,0,2,0,2,2,0,2,0,0,0,0,9,0,18332
Minister Of State (Monaco),Minister Of State (Monaco),,0,2,0,2,2,0,2,0,0,0,0,16,0,3980
William Iv Of The United Kingdom,William Iv Of The United Kingdom,,0,2,0,2,2,0,2,0,0,0,0,11,0,7835
Kate Winslet,Kate Winslet,,0,7,0,7,7,0,7,0,0,0,0,1,0,1510
Spider Robinson,Spider Robinson,,0,2,0,2,2,0,2,0,0,0,0,11,0,1568
Firearm,Firearm,,0,4,0,4,4,0,4,0,0,0,0,12,0,6328
Boxer Shorts,Boxer Shorts,,0,2,0,2,2,0,2,0,0,0,0,0,0,15072
Export Control Act,Export Control Act,,0,2,0,2,2,0,2,0,0,0,0,14,0,5715
Bt Tv,Bt Tv,,0,3,0,3,3,0,3,0,0,0,0,8,0,11358
Undercroft,Undercroft,,0,2,0,2,2,0,2,0,0,0,0,17,0,16950
Westwood One,Westwood One,,0,2,0,2,2,0,2,0,0,0,0,8,0,941
Prostitution (1919 Film),Prostitution (1919 Film),,0,2,0,2,2,0,2,0,0,0,0,9,0,13265
Academy Of Motion Picture Arts And Sciences,Academy Of Motion Picture Arts And Sciences,,0,4,0,4,4,0,4,0,0,0,0,1,0,1822
South Pole,South Pole,,0,3,0,3,3,0,3,0,0,0,0,12,0,607
Pacifism,Pacifism,,0,3,0,3,3,0,3,0,0,0,0,1,0,12185
Dunkirk Evacuation,Dunkirk Evacuation,,0,4,0,4,4,0,4,0,0,0,0,2,0,5753
Morocco In World War Ii,Morocco In World War Ii,,0,2,0,2,2,0,2,0,0,0,0,14,0,5332
Blood,Blood,,0,3,0,3,3,0,3,0,0,0,0,12,0,18060
Group Tac,Group Tac,,0,2,0,2,2,0,2,0,0,0,0,6,0,8768
Sengoku Basara: End Of Judgement,Sengoku Basara: End Of Judgement,,0,3,0,3,3,0,3,0,0,0,0,1,0,8230
The Sunshine Boys (1975 Film),The Sunshine Boys (1975 Film),,0,2,0,2,2,0,2,0,0,0,0,9,0,2688
Afflatus,Afflatus,,0,2,0,2,2,0,2,0,0,0,0,13,0,7624
Crocus,Crocus,,0,2,0,2,2,0,2,0,0,0,0,3,0,18077
Rism (Identifier),Rism (Identifier),,0,10,0,10,10,0,10,0,0,0,0,7,0,7986
75Th Academy Awards,75Th Academy Awards,,0,2,0,2,2,0,2,0,0,0,0,1,0,14471
Richard Newman (Actor),Richard Newman (Actor),,0,2,0,2,2,0,2,0,0,0,0,3,0,18401
Servants' Quarters,Servants' Quarters,,0,2,0,2,2,0,2,0,0,0,0,17,0,16965
Hansom Cab,Hansom Cab,,0,2,0,2,2,0,2,0,0,0,0,15,0,16292
Human Rights Watch,Human Rights Watch,,0,3,0,3,3,0,3,0,0,0,0,14,0,16937
The Troubles,The Troubles,,0,4,0,4,4,0,4,0,0,0,0,12,0,2350
Rumberas Film,Rumberas Film,,0,2,0,2,2,0,2,0,0,0,0,6,0,8521
Edgar Allan Poe Cottage,Edgar Allan Poe Cottage,,0,2,0,2,2,0,2,0,0,0,0,7,0,19599
Cholera,Cholera,,0,6,0,6,6,0,6,0,0,0,0,12,0,6668
Happy Madison Productions,Happy Madison Productions,,0,2,0,2,2,0,2,0,0,0,0,1,0,19784
Roger Moore,Roger Moore,,0,8,0,8,8,0,8,0,0,0,0,9,0,13902
Statue Of Liberty,Statue Of Liberty,,0,3,0,3,3,0,3,0,0,0,0,2,0,12283
Animeism,Animeism,,0,3,0,3,3,0,3,0,0,0,0,9,0,14436
Shadowlands (1993 Film),Shadowlands (1993 Film),,0,4,0,4,4,0,4,0,0,0,0,10,0,10596
Winter War,Winter War,,0,4,0,4,4,0,4,0,0,0,0,14,0,840
Good Omens (Tv Series),Good Omens (Tv Series),,0,2,0,2,2,0,2,0,0,0,0,1,0,14564
Sock,Sock,,0,2,0,2,2,0,2,0,0,0,0,0,0,14820
Found Footage (Appropriation),Found Footage (Appropriation),,0,2,0,2,2,0,2,0,0,0,0,13,0,7560
Operation U-Go,Operation U-Go,,0,2,0,2,2,0,2,0,0,0,0,14,0,5238
Whaler,Whaler,,0,2,0,2,2,0,2,0,0,0,0,3,0,4950
Agatha Christie'S Fictional Universe,Agatha Christie'S Fictional Universe,,0,2,0,2,2,0,2,0,0,0,0,5,0,18910
Head Down (Essay),Head Down (Essay),,0,2,0,2,2,0,2,0,0,0,0,13,0,19111
Parkinson'S Disease,Parkinson'S Disease,,0,2,0,2,2,0,2,0,0,0,0,12,0,10093
And Then There Were None (1974 Film),And Then There Were None (1974 Film),,0,3,0,3,3,0,3,0,0,0,0,9,0,16184
Faroe Islands,Faroe Islands,,0,2,0,2,2,0,2,0,0,0,0,14,0,3088
"Farrar, Straus And Giroux","Farrar, Straus And Giroux",,0,6,0,6,6,0,6,0,0,0,0,10,0,9493
Stepney Green Tube Station,Stepney Green Tube Station,,0,2,0,2,2,0,2,0,0,0,0,16,0,17327
Sherlock Holmes And The House Of Fear,Sherlock Holmes And The House Of Fear,,0,12,0,12,12,0,12,0,0,0,0,9,0,9883
Cygames,Cygames,,0,2,0,2,2,0,2,0,0,0,0,6,0,14341
Gavin Muir (American Actor),Gavin Muir (American Actor),,0,3,0,3,3,0,3,0,0,0,0,9,0,16668
Cretaceous,Cretaceous,,0,2,0,2,2,0,2,0,0,0,0,16,0,11726
John Clute,John Clute,,0,6,0,6,6,0,6,0,0,0,0,13,0,1647
Triumph Films,Triumph Films,,0,2,0,2,2,0,2,0,0,0,0,1,0,1902
Cape,Cape,,0,2,0,2,2,0,2,0,0,0,0,0,0,15062
Ms-Dos,Ms-Dos,,0,4,0,4,4,0,4,0,0,0,0,15,0,1328
Gardening,Gardening,,0,2,0,2,2,0,2,0,0,0,0,9,0,9532
The World Is Not Enough (Novel),The World Is Not Enough (Novel),,0,4,0,4,4,0,4,0,0,0,0,4,0,3603
Bird,Bird,,0,3,0,3,3,0,3,0,0,0,0,12,0,3258
Theodore Roosevelt,Theodore Roosevelt,,0,4,0,4,4,0,4,0,0,0,0,6,0,3423
Metropolitan Railway Departmental Steam Locomotives,Metropolitan Railway Departmental Steam Locomotives,,0,2,0,2,2,0,2,0,0,0,0,16,0,17366
Coatee,Coatee,,0,2,0,2,2,0,2,0,0,0,0,0,0,15038
Science Saru,Science Saru,,0,2,0,2,2,0,2,0,0,0,0,6,0,8514
"Cleveland, Ohio","Cleveland, Ohio",,0,2,0,2,2,0,2,0,0,0,0,3,0,15517
Duke,Duke,,0,2,0,2,2,0,2,0,0,0,0,6,0,15337
Case Closed: The Phantom Of Baker Street,Case Closed: The Phantom Of Baker Street,,0,139,479,618,139,479,618,3,0.363528,0.38255,84719.05486,1,0,20032
George Stephenson,George Stephenson,,0,3,0,3,3,0,3,0,0,0,0,16,0,11812
Soldier,Soldier,,0,2,0,2,2,0,2,0,0,0,0,17,0,9641
The Case Of The Whitechapel Vampire,The Case Of The Whitechapel Vampire,,0,131,148,279,131,148,279,3,0.362513,0.375955,2104.36044,9,0,20032
Book Of Genesis,Book Of Genesis,,0,2,0,2,2,0,2,0,0,0,0,18,0,3564
Curlie,Curlie,,0,11,0,11,11,0,11,0,0,0,0,3,0,3179
Charles Irving Thornton,Charles Irving Thornton,,0,4,0,4,4,0,4,0,0,0,0,11,0,7924
Joseph Breen,Joseph Breen,,0,2,0,2,2,0,2,0,0,0,0,1,0,2221
Fan Convention,Fan Convention,,0,2,0,2,2,0,2,0,0,0,0,1,0,14523
Miami Herald,Miami Herald,,0,2,0,2,2,0,2,0,0,0,0,8,0,7517
Dupont,Dupont,,0,2,0,2,2,0,2,0,0,0,0,2,0,15859
The Secret Adversary,The Secret Adversary,,0,2,0,2,2,0,2,0,0,0,0,5,0,4888
Gwr 5700 Class,Gwr 5700 Class,,0,2,0,2,2,0,2,0,0,0,0,16,0,17421
Escape (1930 Film),Escape (1930 Film),,0,2,0,2,2,0,2,0,0,0,0,3,0,16374
The Song Of The Nations,The Song Of The Nations,,0,2,0,2,2,0,2,0,0,0,0,9,0,13235
German Prisoners Of War In The United States,German Prisoners Of War In The United States,,0,3,0,3,3,0,3,0,0,0,0,14,0,5640
Luciano Canfora,Luciano Canfora,,0,2,0,2,2,0,2,0,0,0,0,14,0,5401
Dock10 (Television Facility),Dock10 (Television Facility),,0,3,0,3,3,0,3,0,0,0,0,8,0,11297
Satan Met A Lady,Satan Met A Lady,,0,2,0,2,2,0,2,0,0,0,0,4,0,12760
Validity (Logic),Validity (Logic),,0,2,0,2,2,0,2,0,0,0,0,12,0,9787
Asthma,Asthma,,0,2,0,2,2,0,2,0,0,0,0,12,0,10430
Nancy Banks-Smith,Nancy Banks-Smith,,0,3,0,3,3,0,3,0,0,0,0,8,0,1186
Johann Strauss Ii,Johann Strauss Ii,,0,3,0,3,3,0,3,0,0,0,0,9,0,8062
Educational Pictures,Educational Pictures,,0,2,0,2,2,0,2,0,0,0,0,1,0,19836
Rhetoric,Rhetoric,,0,5,0,5,5,0,5,0,0,0,0,3,0,2899
Inspector Montalbano (Tv Series),Inspector Montalbano (Tv Series),,0,2,0,2,2,0,2,0,0,0,0,1,0,16581
Donor (Fairy Tale),Donor (Fairy Tale),,0,2,0,2,2,0,2,0,0,0,0,6,0,18152
Brčko,Brčko,,0,2,0,2,2,0,2,0,0,0,0,18,0,6693
Edward Lear,Edward Lear,,0,2,0,2,2,0,2,0,0,0,0,5,0,18866
Alternating Current,Alternating Current,,0,3,0,3,3,0,3,0,0,0,0,7,0,16775
Nan'S Christmas Carol,Nan'S Christmas Carol,,0,2,0,2,2,0,2,0,0,0,0,11,0,15996
Cambridge University,Cambridge University,,0,2,0,2,2,0,2,0,0,0,0,16,0,13851
Prime Minister Of Lithuania,Prime Minister Of Lithuania,,0,2,0,2,2,0,2,0,0,0,0,16,0,3855
Jonathan Cape,Jonathan Cape,,0,4,0,4,4,0,4,0,0,0,0,4,0,12678
Orlando Bloom,Orlando Bloom,,0,3,0,3,3,0,3,0,0,0,0,2,0,779
Inca Empire,Inca Empire,,0,3,0,3,3,0,3,0,0,0,0,4,0,12919
Magnetic Ink Character Recognition,Magnetic Ink Character Recognition,,0,2,0,2,2,0,2,0,0,0,0,18,0,239
Hot Water (Novel),Hot Water (Novel),,0,2,0,2,2,0,2,0,0,0,0,13,0,17213
Chinese Society Of Psychiatry,Chinese Society Of Psychiatry,,0,2,0,2,2,0,2,0,0,0,0,12,0,17634
Pacific Islands Home Front During World War Ii,Pacific Islands Home Front During World War Ii,,0,2,0,2,2,0,2,0,0,0,0,14,0,5226
G. Stanley Hall,G. Stanley Hall,,0,3,0,3,3,0,3,0,0,0,0,3,0,18715
Glenn Close,Glenn Close,,0,2,0,2,2,0,2,0,0,0,0,3,0,16118
Structural Film,Structural Film,,0,2,0,2,2,0,2,0,0,0,0,6,0,8466
Rule Of Law,Rule Of Law,,0,3,0,3,3,0,3,0,0,0,0,14,0,11987
Stable,Stable,,0,2,0,2,2,0,2,0,0,0,0,3,0,6305
"Catherine, Duchess Of Cambridge","Catherine, Duchess Of Cambridge",,0,2,0,2,2,0,2,0,0,0,0,2,0,10956
Walther Von Der Vogelweide,Walther Von Der Vogelweide,,0,2,0,2,2,0,2,0,0,0,0,7,0,7443
Leonard Nimoy,Leonard Nimoy,,0,4,0,4,4,0,4,0,0,0,0,10,0,9992
A Christmas Carol (1999 Film),A Christmas Carol (1999 Film),,0,2,0,2,2,0,2,0,0,0,0,11,0,16043
Classical Liberalism,Classical Liberalism,,0,2,0,2,2,0,2,0,0,0,0,8,0,16756
Bmw,Bmw,,0,2,0,2,2,0,2,0,0,0,0,16,0,11851
Karl Koller (Ophthalmologist),Karl Koller (Ophthalmologist),,0,2,0,2,2,0,2,0,0,0,0,12,0,10173
Free Trade,Free Trade,,0,4,0,4,4,0,4,0,0,0,0,11,0,15788
Clement Attlee,Clement Attlee,,0,7,0,7,7,0,7,0,0,0,0,16,0,5839
Subculture,Subculture,,0,2,0,2,2,0,2,0,0,0,0,1,0,12176
Demonym,Demonym,,0,5,0,5,5,0,5,0,0,0,0,18,0,3104
Shenmue (Tv Series),Shenmue (Tv Series),,0,3,0,3,3,0,3,0,0,0,0,1,0,8229
Social Fascism,Social Fascism,,0,2,0,2,2,0,2,0,0,0,0,14,0,2420
Theism,Theism,,0,2,0,2,2,0,2,0,0,0,0,3,0,18574
Romanization Of Armenian,Romanization Of Armenian,,0,2,0,2,2,0,2,0,0,0,0,18,0,193
Troyca,Troyca,,0,2,0,2,2,0,2,0,0,0,0,6,0,8408
The Time Of His Life,The Time Of His Life,,0,3,0,3,3,0,3,0,0,0,0,9,0,2679
Sidestream Smoke,Sidestream Smoke,,0,2,0,2,2,0,2,0,0,0,0,12,0,7081
Palermo,Palermo,,0,4,0,4,4,0,4,0,0,0,0,18,0,6467
Erich Maria Remarque,Erich Maria Remarque,,0,2,0,2,2,0,2,0,0,0,0,7,0,16750
Pentylenetetrazol,Pentylenetetrazol,,0,3,0,3,3,0,3,0,0,0,0,12,0,10090
Penguin Group,Penguin Group,,0,5,0,5,5,0,5,0,0,0,0,10,0,5210
Iso/Iec 18014,Iso/Iec 18014,,0,2,0,2,2,0,2,0,0,0,0,18,0,502
Darkside (Novel),Darkside (Novel),,0,12,0,12,12,0,12,0,0,0,0,10,0,14027
Saki,Saki,,0,6,0,6,6,0,6,0,0,0,0,11,0,4151
Phineas And Ferb,Phineas And Ferb,,0,2,0,2,2,0,2,0,0,0,0,1,0,2067
Mecom Group,Mecom Group,,0,3,0,3,3,0,3,0,0,0,0,8,0,1204
Chitti Tammudu,Chitti Tammudu,,0,2,0,2,2,0,2,0,0,0,0,11,0,18268
Backstory,Backstory,,0,2,0,2,2,0,2,0,0,0,0,13,0,15940
Saransk,Saransk,,0,2,0,2,2,0,2,0,0,0,0,18,0,6421
United Kingdom Parliament Constituencies,United Kingdom Parliament Constituencies,,0,2,0,2,2,0,2,0,0,0,0,16,0,3744
Royal Family Order Of Edward Vii,Royal Family Order Of Edward Vii,,0,2,0,2,2,0,2,0,0,0,0,16,0,11009
Four Sided Triangle,Four Sided Triangle,,0,2,0,2,2,0,2,0,0,0,0,9,0,18331
Erlinton,Erlinton,,0,2,0,2,2,0,2,0,0,0,0,2,0,15686
Keltis,Keltis,,0,4,0,4,4,0,4,0,0,0,0,10,0,16302
Baronet,Baronet,,0,5,0,5,5,0,5,0,0,0,0,16,0,11082
Fourth Wall,Fourth Wall,,0,4,0,4,4,0,4,0,0,0,0,1,0,12897
Huckleberry Finn,Huckleberry Finn,,0,2,0,2,2,0,2,0,0,0,0,11,0,8130
The Man With The Red Tattoo,The Man With The Red Tattoo,,0,5,0,5,5,0,5,0,0,0,0,4,0,12652
Three Tales (Flaubert),Three Tales (Flaubert),,0,2,0,2,2,0,2,0,0,0,0,7,0,9457
Parachute Pants,Parachute Pants,,0,2,0,2,2,0,2,0,0,0,0,0,0,14886
"The League Of Extraordinary Gentlemen, Volume One","The League Of Extraordinary Gentlemen, Volume One",,0,2,0,2,2,0,2,0,0,0,0,7,0,3457
Tai Chi,Tai Chi,,0,5,0,5,5,0,5,0,0,0,0,6,0,13560
Millions (1936 Film),Millions (1936 Film),,0,4,0,4,4,0,4,0,0,0,0,9,0,19663
The Three Musketeers (1939 Film),The Three Musketeers (1939 Film),,0,2,0,2,2,0,2,0,0,0,0,11,0,700
Prontor-Compur,Prontor-Compur,,0,2,0,2,2,0,2,0,0,0,0,18,0,202
Hachette Book Group,Hachette Book Group,,0,2,0,2,2,0,2,0,0,0,0,8,0,18922
Launch (Boat),Launch (Boat),,0,4,0,4,4,0,4,0,0,0,0,3,0,18212
Meat Pie Western,Meat Pie Western,,0,2,0,2,2,0,2,0,0,0,0,6,0,8652
Ars Technica,Ars Technica,,0,2,0,2,2,0,2,0,0,0,0,13,0,1379
Galidor: Defenders Of The Outer Dimension,Galidor: Defenders Of The Outer Dimension,,0,2,0,2,2,0,2,0,0,0,0,9,0,18446
Bulgaria,Bulgaria,,0,6,0,6,6,0,6,0,0,0,0,12,0,3130
Semiotic Theory Of Charles Sanders Peirce,Semiotic Theory Of Charles Sanders Peirce,,0,2,0,2,2,0,2,0,0,0,0,7,0,3321
Lactucarium,Lactucarium,,0,3,0,3,3,0,3,0,0,0,0,12,0,10170
Grizzly (Studio),Grizzly (Studio),,0,2,0,2,2,0,2,0,0,0,0,6,0,8770
Sinister Six,Sinister Six,,0,2,0,2,2,0,2,0,0,0,0,3,0,2606
Spirit (Animating Force),Spirit (Animating Force),,0,2,0,2,2,0,2,0,0,0,0,11,0,1567
Cbs News,Cbs News,,0,6,0,6,6,0,6,0,0,0,0,8,0,14620
Appian Way Productions,Appian Way Productions,,0,2,0,2,2,0,2,0,0,0,0,1,0,19935
Los Angeles Times,Los Angeles Times,,0,40,0,40,40,0,40,0,0,0,0,9,0,1225
Hyperlink,Hyperlink,,0,2,0,2,2,0,2,0,0,0,0,12,0,6859
Bridal Chorus,Bridal Chorus,,0,2,0,2,2,0,2,0,0,0,0,0,0,16808
Ebonite,Ebonite,,0,2,0,2,2,0,2,0,0,0,0,12,0,16900
Roger Brown (Psychologist),Roger Brown (Psychologist),,0,3,0,3,3,0,3,0,0,0,0,12,0,17481
Chairman,Chairman,,0,3,0,3,3,0,3,0,0,0,0,1,0,12923
Ten Deals With The Indigo Snake,Ten Deals With The Indigo Snake,,0,2,0,2,2,0,2,0,0,0,0,13,0,4753
Blood-C,Blood-C,,0,2,0,2,2,0,2,0,0,0,0,9,0,15364
Manhattan,Manhattan,,0,6,0,6,6,0,6,0,0,0,0,3,0,10877
London Underground O And P Stock,London Underground O And P Stock,,0,2,0,2,2,0,2,0,0,0,0,16,0,17387
Nightmare,Nightmare,,0,2,0,2,2,0,2,0,0,0,0,12,0,4475
Brighton And Hove,Brighton And Hove,,0,3,0,3,3,0,3,0,0,0,0,16,0,6705
J. J. Abrams,J. J. Abrams,,0,2,0,2,2,0,2,0,0,0,0,2,0,10005
A Christmas Carol (Shower Of Stars),A Christmas Carol (Shower Of Stars),,0,2,0,2,2,0,2,0,0,0,0,11,0,16036
A. J. P. Taylor,A. J. P. Taylor,,0,4,0,4,4,0,4,0,0,0,0,8,0,6117
Corporal Punishment,Corporal Punishment,,0,3,0,3,3,0,3,0,0,0,0,3,0,18760
Ohayō! Spank,Ohayō! Spank,,0,3,0,3,3,0,3,0,0,0,0,1,0,8260
Testimony,Testimony,,0,2,0,2,2,0,2,0,0,0,0,12,0,18080
Permanent Members Of The United Nations Security Council,Permanent Members Of The United Nations Security Council,,0,5,0,5,5,0,5,0,0,0,0,16,0,2468
Stop Motion,Stop Motion,,0,4,0,4,4,0,4,0,0,0,0,13,0,1300
Easter Rising,Easter Rising,,0,2,0,2,2,0,2,0,0,0,0,3,0,18743
Empathy,Empathy,,0,2,0,2,2,0,2,0,0,0,0,1,0,12439
Noi Siamo Angeli,Noi Siamo Angeli,,0,2,0,2,2,0,2,0,0,0,0,1,0,16538
"Albemarle County, Virginia","Albemarle County, Virginia",,0,2,0,2,2,0,2,0,0,0,0,3,0,15525
Biological Warfare,Biological Warfare,,0,3,0,3,3,0,3,0,0,0,0,12,0,5903
Bridge Across Time,Bridge Across Time,,0,12,0,12,12,0,12,0,0,0,0,10,0,14059
Tel Aviv,Tel Aviv,,0,2,0,2,2,0,2,0,0,0,0,2,0,1036
Home Office,Home Office,,0,5,0,5,5,0,5,0,0,0,0,5,0,1422
Mead,Mead,,0,3,0,3,3,0,3,0,0,0,0,12,0,6772
Index Of United Kingdom-Related Articles,Index Of United Kingdom-Related Articles,,0,6,0,6,6,0,6,0,0,0,0,16,0,4049
5Star,5Star,,0,4,0,4,4,0,4,0,0,0,0,8,0,11463
John Peel (Writer),John Peel (Writer),,0,2,0,2,2,0,2,0,0,0,0,7,0,9725
John Henry Newman,John Henry Newman,,0,2,0,2,2,0,2,0,0,0,0,2,0,12000
St Cecilia'S Hall,St Cecilia'S Hall,,0,3,0,3,3,0,3,0,0,0,0,18,0,4984
Slim-Fit Pants,Slim-Fit Pants,,0,2,0,2,2,0,2,0,0,0,0,0,0,14829
David Bamber,David Bamber,,0,4,0,4,4,0,4,0,0,0,0,2,0,11234
Jesus,Jesus,,0,5,0,5,5,0,5,0,0,0,0,8,0,7533
Baltic Region,Baltic Region,,0,3,0,3,3,0,3,0,0,0,0,14,0,6006
Digital One,Digital One,,0,3,0,3,3,0,3,0,0,0,0,8,0,11308
Charlotte Chapel (Edinburgh),Charlotte Chapel (Edinburgh),,0,2,0,2,2,0,2,0,0,0,0,18,0,6674
Hilt,Hilt,,0,2,0,2,2,0,2,0,0,0,0,6,0,9601
Jewish Hat,Jewish Hat,,0,2,0,2,2,0,2,0,0,0,0,0,0,14942
Graham Greene,Graham Greene,,0,10,0,10,10,0,10,0,0,0,0,15,0,11710
Ice In The Bedroom,Ice In The Bedroom,,0,2,0,2,2,0,2,0,0,0,0,13,0,17212
British Armed Forces,British Armed Forces,,0,7,0,7,7,0,7,0,0,0,0,8,0,4273
The League Of Extraordinary Gentlemen (Film),The League Of Extraordinary Gentlemen (Film),,0,6,0,6,6,0,6,0,0,0,0,3,0,3496
Sam The Sudden,Sam The Sudden,,0,2,0,2,2,0,2,0,0,0,0,13,0,17155
Wine Bar,Wine Bar,,0,2,0,2,2,0,2,0,0,0,0,12,0,6289
The Riviera Girl,The Riviera Girl,,0,2,0,2,2,0,2,0,0,0,0,13,0,17112
Renaissance,Renaissance,,0,8,0,8,8,0,8,0,0,0,0,18,0,2901
Robert Morley,Robert Morley,,0,5,0,5,5,0,5,0,0,0,0,10,0,10603
Brussels,Brussels,,0,7,0,7,7,0,7,0,0,0,0,18,0,6695
Long Count,Long Count,,0,3,0,3,3,0,3,0,0,0,0,6,0,13633
Films And Television Programmes Based On Alice In Wonderland,Films And Television Programmes Based On Alice In Wonderland,,0,4,0,4,4,0,4,0,0,0,0,11,0,11963
Luisa Sanfelice (2004 Film),Luisa Sanfelice (2004 Film),,0,2,0,2,2,0,2,0,0,0,0,1,0,16559
Title 5 Of The United States Code,Title 5 Of The United States Code,,0,2,0,2,2,0,2,0,0,0,0,16,0,11111
Vertebrate,Vertebrate,,0,3,0,3,3,0,3,0,0,0,0,12,0,2803
Italian Classical Music,Italian Classical Music,,0,2,0,2,2,0,2,0,0,0,0,7,0,7478
Give Me Immortality Or Give Me Death,Give Me Immortality Or Give Me Death,,0,2,0,2,2,0,2,0,0,0,0,18,0,19367
Readymades Of Marcel Duchamp,Readymades Of Marcel Duchamp,,0,2,0,2,2,0,2,0,0,0,0,13,0,7391
Irena Sedlecká,Irena Sedlecká,,0,3,16,19,3,16,19,5,0.210185,0.215334,1255.281731,16,0,20032
Museum Of Childhood (Edinburgh),Museum Of Childhood (Edinburgh),,0,2,0,2,2,0,2,0,0,0,0,18,0,6222
Timothy Carlton,Timothy Carlton,,0,3,0,3,3,0,3,0,0,0,0,2,0,6849
Itn,Itn,,0,4,0,4,4,0,4,0,0,0,0,8,0,1406
Janitorial Closet,Janitorial Closet,,0,2,0,2,2,0,2,0,0,0,0,17,0,17006
Rome,Rome,,0,15,0,15,15,0,15,0,0,0,0,18,0,87
Gareth Gundrey,Gareth Gundrey,,0,2,0,2,2,0,2,0,0,0,0,3,0,19235
Secondary Suite,Secondary Suite,,0,2,0,2,2,0,2,0,0,0,0,17,0,16970
Mi6,Mi6,,0,6,0,6,6,0,6,0,0,0,0,10,0,15474
Poetry Film,Poetry Film,,0,2,0,2,2,0,2,0,0,0,0,6,0,8564
Item (Game Terminology),Item (Game Terminology),,0,2,0,2,2,0,2,0,0,0,0,15,0,19430
Wendy Finerman,Wendy Finerman,,0,2,0,2,2,0,2,0,0,0,0,1,0,1848
Mythopoeic Awards,Mythopoeic Awards,,0,2,0,2,2,0,2,0,0,0,0,11,0,1614
